content_id,model_prob,action,reason_code,days_since_last_update,avg_position,ctr,impressions_prev_30d,clicks_prev_30d,search_volume,competition,word_count,content_age_days
content_4fc70e470460,0.9626707655350593,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,5.7,0.0,214,0,0.0,0.0,1586.0,228
content_201c5c2257b9,0.9625636465396911,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,1.5,0.0,196,0,0.0,0.0,2623.0,133
content_2a57f2016a14,0.9625539636140752,HIGH PRIORITY REFRESH,model_flagged_decline_risk,15,0.6,0.04,2234,0,10.0,0.0,2512.0,131
content_003e0d52bd3d,0.9625157239672111,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,19.4,0.18,12858,31,0.0,0.0,5960.0,216
content_a27eb2ede5e6,0.9623825184340572,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,2.0,0.12,433,0,0.0,0.0,6898.0,139
content_4b60f0aa0601,0.9623489851859468,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,8.3,0.0,5,0,10.0,0.06,3538.0,91
content_dec180daa24f,0.9622516996967572,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,34.1,0.04,1923,1,0.0,0.0,6929.0,223
content_4b5846808b1c,0.9621701000036129,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,36.3,0.05,10369,5,0.0,0.0,5329.0,216
content_34753a1a9117,0.9620934089351331,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,1.9,0.0,16,0,50.0,0.36,0.0,257
content_00d3b3cb7891,0.9620521642595349,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,13.0,0.0,23,0,0.0,0.0,3883.0,96
content_1ee723a08429,0.9620446430233409,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,19.3,0.26,7779,20,0.0,0.0,5345.0,211
content_944ee2e17f1c,0.9619695393252404,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,33.8,0.27,3315,14,0.0,0.0,6455.0,216
content_872c3ec12ff0,0.9619652451256115,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,25.3,0.06,1554,0,0.0,0.0,6196.0,223
content_350d594c0844,0.961952804558338,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,17.8,0.06,1498,1,0.0,0.0,5987.0,223
content_bbc985da741a,0.9619179514400591,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,19.1,0.04,2413,0,0.0,0.0,7647.0,223
content_9f180a1406cc,0.9618227378411233,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,6.5,0.0,164,0,0.0,0.0,2917.0,90
content_ccaae106ecb6,0.961816280906688,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,36.6,0.06,13195,15,0.0,0.0,6531.0,216
content_c91d34d4c522,0.961781900662151,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,28.6,0.46,4101,18,0.0,0.0,3761.0,104
content_81a16ef4d700,0.961760553737731,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,30.9,0.0,2551,0,0.0,0.0,5454.0,139
content_b1863d5d594f,0.9617243331125572,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,17.9,0.42,4741,16,0.0,0.0,4552.0,118
content_f146d105b2be,0.9616943272248205,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,29.6,0.06,2443,1,0.0,0.0,6698.0,153
content_d4cff59233bb,0.9616943272248205,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,23.6,0.06,1432,1,0.0,0.0,5157.0,151
content_2fc8c474a51b,0.9616592467657953,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,22.7,0.03,2390,0,0.0,0.0,6579.0,151
content_d1a0c65a380b,0.9615733250426693,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,44.9,0.02,2991,0,0.0,0.0,5570.0,223
content_bf6f3bd83380,0.9615337125613469,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,29.2,0.09,1504,1,0.0,0.0,6417.0,223
content_eb32d7ec689c,0.9615236151635228,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,20.2,0.17,18362,33,0.0,0.0,5592.0,216
content_0af426466565,0.9615135980581904,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,3.6,0.0,8,0,20.0,0.8,2494.0,91
content_2fabcd10f49c,0.9614670925741607,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,32.2,0.08,1373,0,0.0,0.0,5040.0,148
content_6d0ce22ba5f7,0.961463546397557,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,15.5,0.62,8651,59,0.0,0.0,6451.0,144
content_b79cd1e938ea,0.9614505632858183,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,40.8,0.17,11048,20,0.0,0.0,4155.0,124
content_39666f73799d,0.9614102284889579,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,38.7,0.02,1827,0,0.0,0.0,5024.0,153
content_8c5a53383b65,0.9613613900962178,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,27.5,0.1,755,1,0.0,0.0,5101.0,148
content_ab42f810c924,0.9612929451693735,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,22.3,0.46,1921,11,0.0,0.0,6222.0,223
content_ac5314862c34,0.9612929451693735,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,21.6,0.4,2355,10,0.0,0.0,6522.0,223
content_7e97f31ba9bb,0.9612319864065487,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,0.7,0.0,209,0,0.0,0.0,0.0,330
content_fa9ebca5b36d,0.961201996799304,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,8.1,0.0,6,0,20.0,0.09,3553.0,98
content_e74933316051,0.9611691353983144,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,5.7,0.0,799,0,0.0,0.0,5152.0,99
content_58e4beb6707f,0.9611572269960869,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,20.5,0.06,1089,1,0.0,0.0,6032.0,139
content_660ee321e2be,0.9611485706443512,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,36.3,0.05,3179,1,0.0,0.0,6556.0,223
content_33e9c02cb60d,0.961055143397886,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,23.6,0.13,5906,6,0.0,0.0,5503.0,144
content_5a6a88d83124,0.9610500432518797,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,18.6,0.0,790,0,0.0,0.0,4962.0,148
content_519c47c1b453,0.9610475129782112,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,45.3,0.0,1753,0,0.0,0.0,5331.0,151
content_8ed11d98ed15,0.9610227525242387,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,31.1,0.24,4490,11,0.0,0.0,5630.0,223
content_8a9cb52a1478,0.9610121554070219,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,18.3,0.04,4545,2,0.0,0.0,5331.0,153
content_21963a7d58d2,0.9609745069284125,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,27.0,0.04,26566,4,0.0,0.0,3654.0,111
content_70dba941a4cd,0.9608745531605776,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,41.2,0.05,1572,0,0.0,0.0,5594.0,151
content_61873e150f71,0.9607609817342017,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,21.9,0.16,16966,26,0.0,0.0,4742.0,151
content_172ef35ccc0e,0.9607532400496358,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,20.2,0.68,1881,11,0.0,0.0,6190.0,144
content_a2b466522a82,0.9607532400496358,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,17.7,0.56,2571,12,0.0,0.0,6537.0,144
content_512fdd72fd99,0.9607299988472069,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,35.3,0.08,16759,14,0.0,0.0,6549.0,216
content_47cfaff33c47,0.9607223765571935,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,26.4,0.16,7063,8,0.0,0.0,6685.0,148
content_a0db26d929cb,0.960684959553408,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,35.6,0.03,3528,2,0.0,0.0,8689.0,223
content_b03ea7190aea,0.9606146758872318,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,2.6,0.0,481,0,10.0,0.74,2746.0,106
content_ff94c9b6b411,0.9605818438931983,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,27.4,0.04,96122,37,20.0,0.0,5375.0,154
content_cd57dbfcb318,0.9604089838839475,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,23.2,0.05,4495,1,0.0,0.0,5229.0,139
content_9de87c28e9a4,0.9603285373646309,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,23.0,0.24,740,2,0.0,0.0,3975.0,148
content_a61a67f88447,0.9603047533539218,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,31.6,0.09,1416,1,0.0,0.0,6699.0,148
content_6c8fe000bda2,0.9602593108115222,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,24.7,0.6,3095,19,0.0,0.0,3802.0,104
content_f42cda7177bc,0.9602477424981245,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,1.8,0.0,20,0,20.0,0.05,0.0,256
content_45420932c150,0.9601172663352248,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,23.9,0.08,640,0,0.0,0.0,5789.0,223
content_c7d517e2b248,0.9601112971226342,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,42.8,0.13,9708,18,0.0,0.0,6129.0,211
content_262ae9dd701a,0.9600857454559127,HIGH PRIORITY REFRESH,model_flagged_decline_risk,1,3.3,0.0,2,0,0.0,0.0,2608.0,91
content_83576ccc6ed8,0.9600507897020714,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,20.3,0.86,3373,41,0.0,0.0,5402.0,144
content_316f4b2f98cc,0.9600444178576976,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,4.2,0.0,9,0,90.0,0.1,2946.0,98
content_c26c1128d026,0.9600161973025435,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,41.7,0.05,584,0,0.0,0.0,4913.0,148
content_29b37642c22a,0.9600055962942369,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,15.3,0.0,766,0,0.0,0.0,5335.0,223
content_80ab8f6a154a,0.9599859288134152,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,8.0,0.0,343,0,0.0,0.0,2663.0,148
content_adfc509e125d,0.9598881151307646,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,29.7,0.1,26105,28,0.0,0.0,6358.0,223
content_b81958438551,0.9598270449945081,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,25.6,0.06,1300,0,0.0,0.0,5300.0,151
content_b1958b76c4e9,0.9598270449945081,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,30.0,0.06,1520,0,0.0,0.0,6824.0,148
content_88a2e9238054,0.9597991058824411,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,1.0,0.06,634,1,10.0,0.43,2828.0,95
content_845a243716ba,0.9597621158200088,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,26.6,0.09,1158,0,0.0,0.0,6605.0,139
content_9dedbc330e1f,0.9596650074846125,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,23.9,0.06,769,0,0.0,0.0,7877.0,223
content_d0351144852b,0.9595522799814906,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,0.6,0.0,102,0,40.0,0.03,0.0,153
content_8baf0753770f,0.959515961242261,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,24.5,0.13,3224,6,0.0,0.0,6613.0,223
content_7f8528a29025,0.959432416494182,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,16.8,0.1,3388,4,0.0,0.0,6473.0,151
content_1fedb6a2a17b,0.9593541170062928,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,37.8,0.16,6678,11,0.0,0.0,5447.0,216
content_e8699111381e,0.9593478537887107,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,8.3,0.0,4,0,0.0,0.0,3679.0,90
content_25c3a2bb5621,0.9593298080874628,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,24.1,0.03,2150,0,0.0,0.0,7055.0,223
content_f1321854c3d1,0.9593298080874628,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,25.0,0.02,1126,0,0.0,0.0,5712.0,223
content_e4d10f7525ef,0.9593298080874628,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,23.1,0.02,1428,0,0.0,0.0,6769.0,223
content_9a846e27c03d,0.9592924755752226,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,20.3,0.23,6144,23,0.0,0.0,4788.0,223
content_02c32f789281,0.9592591804567608,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,26.2,0.0,780,0,0.0,0.0,6169.0,148
content_7c52db89e3f2,0.9592591804567608,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,25.0,0.0,588,0,0.0,0.0,5949.0,151
content_a6223ddfe9ae,0.9592591804567608,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,27.7,0.0,706,0,0.0,0.0,6829.0,153
content_f55fd2d8ed04,0.9591876255795333,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,1.3,0.09,497,0,30.0,0.0,1604.0,230
content_90543303d933,0.9591378253164801,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,19.9,0.38,2195,16,0.0,0.0,5083.0,223
content_9ffce579ab96,0.9591270047684577,HIGH PRIORITY REFRESH,model_flagged_decline_risk,19,2.1,0.0,250,0,10.0,0.6,2555.0,131
content_f4a0769e84f5,0.9590808633888788,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,38.5,0.03,3265,1,0.0,0.0,4761.0,153
content_93c277cfc016,0.9590409175051017,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,29.4,0.04,1812,1,0.0,0.0,5358.0,151
content_67e6c561604a,0.9590409175051017,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,26.6,0.03,3265,1,0.0,0.0,6262.0,153
content_f795fecd5600,0.9589967010065665,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,39.2,0.02,2672,0,0.0,0.0,4503.0,153
content_6e1add102562,0.9589613375544398,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,6.1,0.0,37,0,0.0,0.0,4056.0,92
content_3d8f6737ad9d,0.9589221202993444,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,8.6,0.0,25,0,40.0,0.29,3109.0,95
content_bb6c9ae71383,0.9588684716416834,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,3.0,0.0,403,0,0.0,0.0,3835.0,118
content_7aa8f12c3409,0.9587834678038819,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,42.6,0.04,1623,0,0.0,0.0,3970.0,118
content_e69b16c41b05,0.9587834678038819,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,40.2,0.04,1480,0,0.0,0.0,3829.0,111
content_1e57b71527e4,0.9587772608840863,HIGH PRIORITY REFRESH,model_flagged_decline_risk,19,1.2,0.0,170,0,50.0,0.0,2764.0,165
content_7a0a16d06090,0.9586716177838833,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,26.1,0.13,4048,4,0.0,0.0,5150.0,139
content_bf5df4b81c51,0.9586609932328537,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,27.6,0.08,1029,1,0.0,0.0,5356.0,223
content_b832f1e413b5,0.9586100603750392,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,24.7,0.07,714,1,0.0,0.0,6380.0,151
content_09bd0449a328,0.9585786497546477,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,42.4,0.1,1755,0,0.0,0.0,4500.0,148
content_89bb2df725d0,0.9585174119478181,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,3.9,0.0,2,0,50.0,0.21,2827.0,91
content_2448b3b4aecd,0.958481750174038,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,31.5,0.05,1322,0,0.0,0.0,6098.0,139
content_47b0408f0864,0.958481750174038,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,30.7,0.04,1410,0,0.0,0.0,6213.0,139
content_7ae230422776,0.9584769317799547,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,2.7,0.04,683,0,0.0,0.0,6070.0,144
content_06eaf64823e0,0.9584682194027767,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,18.8,0.05,1288,1,0.0,0.0,6039.0,139
content_954e51128778,0.9584282624399668,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,36.1,0.76,2603,13,0.0,0.0,5853.0,223
content_b19e19f6230c,0.9583428659863552,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,18.7,0.1,988,0,0.0,0.0,5288.0,139
content_3f3ffb33fad0,0.9581769908481874,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,15.7,0.18,5138,11,0.0,0.0,5846.0,144
content_579414680ff1,0.9581720479835832,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,1.7,0.0,28,0,50.0,0.12,0.0,153
content_a028e9d6f5bd,0.9581696819436082,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,21.2,0.11,1593,0,0.0,0.0,6175.0,148
content_73eaf5c97fef,0.9581651117613522,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,20.0,0.0,3,0,20.0,0.0,3814.0,91
content_26398ced280d,0.9581437180843517,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,14.9,0.43,3979,21,0.0,0.0,5552.0,144
content_782d95b2d526,0.9580917695484352,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,20.4,0.16,9529,17,0.0,0.0,6046.0,211
content_2ee8ea676b1e,0.9580187352672752,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,26.0,0.05,633,1,0.0,0.0,5778.0,139
content_1bf1e5b81a61,0.9579989206054058,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,26.7,0.13,40948,59,0.0,0.0,3732.0,124
content_f7671038eb94,0.9579825672055743,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,45.9,0.02,2806,0,0.0,0.0,4723.0,139
content_be7555890f38,0.9579069200056781,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,40.8,0.09,1646,0,0.0,0.0,4072.0,118
content_3368d05360bc,0.9578797271615762,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,25.8,0.08,665,0,0.0,0.0,5750.0,148
content_55943ca3ec1e,0.9578701835239571,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,2.6,0.0,450,0,0.0,0.0,2674.0,90
content_3cc7636972f7,0.9578666103329617,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,4.6,0.0,317,0,0.0,0.0,5427.0,144
content_09eb2e978b69,0.957852681080844,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,28.3,0.36,1769,9,0.0,0.0,6502.0,144
content_9762f75ff577,0.957839775266527,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,42.8,0.02,6028,0,0.0,0.0,5413.0,216
content_b361b9bdad60,0.9578265206013613,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,5.1,0.0,31,0,0.0,0.0,4638.0,91
content_673324af4741,0.9576761422488302,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,28.2,0.35,3123,9,0.0,0.0,7248.0,223
content_0b263dda73c6,0.9576751705507844,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,18.4,0.07,1349,1,0.0,0.0,4972.0,151
content_537995371390,0.9576309807021208,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,25.8,0.45,1704,9,0.0,0.0,3739.0,90
content_d43654617552,0.9575837194262978,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,34.8,0.11,1242,3,0.0,0.0,6763.0,223
content_464c21835c14,0.9575333561666987,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,21.1,0.12,2200,2,0.0,0.0,6723.0,223
content_28dde7af05bf,0.9574032209602437,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,27.1,0.06,847,0,0.0,0.0,6693.0,144
content_0e9a3474ec41,0.9573791751790244,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,2.1,0.0,24,0,20.0,0.28,1700.0,95
content_6e26ac717e96,0.9573288152160978,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,17.2,0.05,755,0,0.0,0.0,8314.0,223
content_2ce00cf6f8f9,0.9572780408991141,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,40.1,0.09,899,1,0.0,0.0,8706.0,223
content_f8b027f2c75d,0.9572638389330903,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,3.3,0.0,14,0,0.0,0.0,4156.0,91
content_d983fb4ec74f,0.9572556633962207,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,0.5,0.0,21,0,0.0,0.0,2368.0,275
content_1577e55cbe22,0.9572461892883941,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,22.4,0.12,5722,3,0.0,0.0,5704.0,153
content_26f51251d616,0.9572269336123967,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,21.6,0.34,4482,23,0.0,0.0,6247.0,216
content_be97fc92977b,0.957221101309734,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,29.6,0.1,970,0,0.0,0.0,6781.0,223
content_972024c71036,0.9572160893258918,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,38.3,0.04,4346,2,0.0,0.0,3743.0,98
content_604daa1aff1d,0.957103921620992,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,25.0,0.07,1357,0,0.0,0.0,5985.0,151
content_82b4367c7421,0.95708996191895,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,19.5,0.07,1308,1,0.0,0.0,5291.0,148
content_cfbb20d73437,0.957050066473612,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,31.9,0.03,1208,0,0.0,0.0,5603.0,144
content_be80af3350ab,0.957050066473612,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,31.4,0.03,1370,0,0.0,0.0,5453.0,153
content_0c0712027f83,0.957050066473612,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,22.1,0.03,1251,0,0.0,0.0,6953.0,151
content_58225d87e600,0.957050066473612,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,29.4,0.04,942,0,0.0,0.0,6118.0,151
content_c05fb934602f,0.9570387307973098,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,36.9,0.05,1459,0,0.0,0.0,3785.0,104
content_0c294e9a377b,0.9568914726111419,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,20.1,0.13,5876,7,0.0,0.0,7836.0,153
content_463365335aed,0.9566525103244478,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,28.7,0.08,1407,0,0.0,0.0,6185.0,223
content_2dbab51b83c9,0.9566371514916724,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,9.1,0.0,288,0,0.0,0.0,3957.0,172
content_a08172d71a79,0.9566236523470919,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,42.5,0.05,5860,1,0.0,0.0,4033.0,111
content_452320173d83,0.956571981354705,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,34.6,0.13,2294,3,0.0,0.0,5512.0,148
content_19167461a1a4,0.9565690561349869,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,38.6,0.08,4708,5,0.0,0.0,6319.0,216
content_db13a3ac2d38,0.9565551415264985,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,17.8,0.11,946,0,0.0,0.0,6777.0,139
content_2489ce211d9a,0.9565485241831475,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,2.8,0.0,121,0,0.0,0.0,3534.0,130
content_634a01109dc7,0.9565144321785852,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,27.6,0.0,866,0,0.0,0.0,5018.0,139
content_b729dce3adf7,0.9564378047416671,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,43.0,0.06,5633,3,0.0,0.0,3832.0,95
content_465c71d7e871,0.9563028289943557,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,33.5,0.08,8068,8,0.0,0.0,5278.0,211
content_7bc3b9b21d4c,0.9562901259936424,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,20.0,0.08,2208,0,0.0,0.0,6009.0,216
content_2987bed39226,0.9562398755758386,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,6.4,0.0,9,0,0.0,0.0,3886.0,95
content_cbdf5a78dcd0,0.956019714840059,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,2.4,0.02,1371,0,110.0,0.14,3187.0,126
content_02bcf3eec147,0.9560149077183595,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,2.2,0.0,218,0,50.0,0.09,0.0,153
content_236f562c02a8,0.9559661721886388,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,21.2,0.03,663,1,0.0,0.0,5572.0,139
content_eb3404dc33dc,0.9559411224947955,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,21.5,0.0,444,0,0.0,0.0,6217.0,223
content_029a207c8452,0.9557276618948238,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,29.4,0.06,31359,16,0.0,0.0,5154.0,216
content_9e1966888068,0.9556345510559949,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,1.8,0.23,299,1,0.0,0.0,3561.0,90
content_79308d45682f,0.9555832821558083,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,23.2,0.14,32116,39,0.0,0.0,6104.0,211
content_83263791a59e,0.9554347454575296,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,21.7,0.15,2512,4,0.0,0.0,5124.0,151
content_bcb5a8ae4601,0.9553219673922009,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,21.0,0.06,765,0,0.0,0.0,6208.0,148
content_28499d01a0c6,0.9553219673922009,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,19.2,0.06,693,0,0.0,0.0,6702.0,144
content_249d1a8743e1,0.9552804581431188,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,28.9,0.03,2080,0,0.0,0.0,6568.0,223
content_e9cc09b619e7,0.9552804581431188,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,29.4,0.03,1341,0,0.0,0.0,5862.0,223
content_d8a309ca8d17,0.9551576226048181,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,19.4,0.12,2012,4,0.0,0.0,5292.0,148
content_11cc6f77700f,0.9551566628306684,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,19.3,0.11,6354,8,0.0,0.0,5685.0,211
content_edf5b03b36aa,0.954981281382107,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,3.1,0.0,323,0,0.0,0.0,2539.0,117
content_f6f9181b33a8,0.9549537293814638,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,17.6,0.06,1486,1,0.0,0.0,5614.0,153
content_ce5841ce77f4,0.954952369861686,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,18.6,0.03,2080,0,0.0,0.0,7098.0,148
content_ada11ea47a1e,0.9549141295837195,HIGH PRIORITY REFRESH,model_flagged_decline_risk,20,25.7,1.48,1516,13,0.0,0.0,3678.0,104
content_2905b598c35d,0.9548329172180848,HIGH PRIORITY REFRESH,model_flagged_decline_risk,104,18.9,0.07,9288,13,0.0,0.0,4455.0,144
content_6dfc96ae463c,0.9547625282516584,HIGH PRIORITY REFRESH,model_flagged_decline_risk,8,19.3,0.0,2,0,10.0,0.11,4034.0,90
